,Tahun,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Lahan,luas bangunan,Cluster
300,2016,350,0.5,0.1666666666666666,0,0.0452261306532663,0.1096196868008948,0
301,2018,200,0.217391304347826,0.3333333333333333,0.3333333333333333,0.1206030150753769,0.1476510067114094,0
302,2019,486,0.7826086956521738,0.3333333333333333,0,0,0.1498881431767337,2
303,2016,640,0.4130434782608695,0.3333333333333333,0,0.0452261306532663,0.1521252796420581,2
304,2015,485,0.8260869565217391,0.1666666666666666,0,0,0.1252796420581655,2
305,2018,545,0.6521739130434783,0.1666666666666666,0,0.1206030150753769,0.1275167785234899,2
306,2017,545,0.4347826086956521,0.6666666666666666,0.6666666666666667,0.0452261306532663,0.1230425055928411,2
307,2016,720,0.8695652173913043,0.5,0.3333333333333333,0.0452261306532663,0.1096196868008948,2
308,2015,720,0.7826086956521738,0.1666666666666666,0.6666666666666667,0,0.1096196868008948,2
309,2018,350,0.1956521739130434,0.1666666666666666,0.3333333333333333,0,0.1543624161073825,0
310,2014,560,0.0869565217391304,0.3333333333333333,0.3333333333333333,0,0.1565995525727069,2
311,2012,480,0.934782608695652,0.1666666666666666,0.3333333333333333,0,0.1588366890380313,2
312,2013,575,0.7608695652173912,0.3333333333333333,0.6666666666666667,0.1206030150753769,0.1364653243847874,2
313,2016,730,1,0.5,0.6666666666666667,0,0.1096196868008948,2
314,2014,580,0.3260869565217391,0.3333333333333333,0.6666666666666667,0,0.1029082774049217,2
315,2017,689,0.7391304347826086,0.5,0,0,0.0917225950782997,2
316,2013,550,0.6739130434782609,0.1666666666666666,0,0,0.1610738255033557,2
317,2023,580,0.0869565217391304,0.3333333333333333,0,0.0452261306532663,0.1096196868008948,2
318,2023,594,0.8043478260869565,0.1666666666666666,0,0,0.1096196868008948,2
